day,max_temp,min_temp,avg_temp,max_wind,min_wind,avg_wind,max_percipitation,min_percipitation,avg_percipitation,sum_snow,day_hours,sunnyness,price_surge,max_price
2024-02-01,-3.2835002,-15.4335,-7.354333354166667,14.88242,5.95906,10.349063433333333,0.8,0.0,0.15833333333333333,2.38000004,12.0,0.0,0.0,
2024-02-02,-3.0835001,-9.5835,-6.3105833958333335,14.336861,10.041354,12.075379624999998,0.3,0.0,0.0375,0.63000002,12.0,0.008306993518518518,0.0,
2024-02-03,2.1165,-7.5835,-3.8480833666666663,13.044722,9.339208,11.3902725,0.0,0.0,0.0,0.0,12.0,0.7178938726851851,0.0,
2024-02-04,0.6665,-9.1335,-4.331416702916667,14.81259,10.009036,12.092793875,0.0,0.0,0.0,0.0,12.0,0.7089127893518519,0.0,
2024-02-05,1.9165,-9.0835,-3.791833337916667,15.0038395,6.28713,9.966777079166667,0.0,0.0,0.0,0.0,12.0,0.7265051087962964,0.0,
2024-02-06,1.8665,-5.1335,-2.4835000670833334,11.183201,7.628263,8.720456208333333,0.0,0.0,0.0,0.0,12.0,0.730901863425926,0.0,
2024-02-07,-1.3335,-8.2835,-5.639750033333333,11.525623,7.2359104,9.507984504166666,0.0,0.0,0.0,0.0,12.0,0.735351425925926,0.0,
2024-02-08,1.0165,-8.1835,-4.087666692083333,15.542662,7.6367526,11.227570524999999,0.2,0.0,0.037500000000000006,0.6300000000000001,12.0,0.3755310171296296,0.0,
2024-02-09,-0.93350005,-5.9335003,-4.000166727083333,21.398056,15.7908325,17.968495145833334,0.2,0.0,0.05833333333333334,0.9100000000000001,12.0,0.2928013333333333,0.0,
2024-02-10,-1.3835,-8.1835,-4.3626667125,23.210928,9.178235,14.858598854166667,0.3,0.0,0.0375,0.63000002,12.0,0.13334906481481484,0.0,
2024-02-11,-4.4835,-9.0835,-6.3314167291666665,12.783802,2.6208394,8.494274670833335,2.1,0.0,0.30833333333333335,5.10999994,12.0,0.0,0.0,
