day,max_temp,min_temp,avg_temp,max_wind,min_wind,avg_wind,max_percipitation,min_percipitation,avg_percipitation,sum_snow,day_hours,sunnyness,price_surge,max_price
2024-03-31,1.7749999,-6.375,-0.9770833633333332,24.192429,14.386494,19.798938958333334,0.6,0.0,0.07083333333333333,1.19000004,12.0,0.6100364342592592,0.00024322262010577955,71.0
2024-04-01,-0.425,-6.0249996,-1.941666655,22.45315,2.6208394,9.429106745833332,3.1,0.0,0.5666666666666668,9.519999689999999,12.0,0.5,0.0003398055836934486,67.0
2024-04-02,1.0749999,-6.1749997,-2.31458332225,12.7279215,5.1544156,9.617659795833333,0.3,0.0,0.04583333333333334,0.70000001,12.0,0.8653723287037037,3.4258430777040236e-05,65.0
2024-04-03,0.275,-5.4249997,-1.8083333256666665,15.2947035,4.6102495,10.657834291666667,0.9,0.0,0.09166666666666667,1.61000001,12.0,0.2649409583333333,-0.00011849422731384272,65.0
2024-04-04,3.675,-1.725,1.4291666437500001,14.039999,8.311245,10.867284333333332,0.2,0.0,0.016666666666666666,0.21000000000000002,12.0,0.9793919768518518,-0.00018805091464362559,65.0
2024-04-05,5.2250004,-2.775,2.456250026666667,14.565548,8.209263,11.403016458333331,0.0,0.0,0.0,0.0,12.0,1.0068085254629628,-0.00020217839767006332,65.0
2024-04-06,11.575,1.625,6.0937500125,13.479583,7.10031,10.307193733333333,0.0,0.0,0.0,0.0,12.0,1.0112210324074073,-6.867364602594885e-05,68.0
2024-04-07,12.725,1.825,7.1791668291666655,17.84816,6.638072,11.949531837499999,0.0,0.0,0.0,0.0,12.0,1.0156284837962963,-6.1706817809813694e-06,67.0
2024-04-08,7.025,0.475,3.908333379166667,26.282465,14.021525,19.917017625,0.0,0.0,0.0,0.0,12.0,1.0200279976851854,2.8013271007211885e-05,
2024-04-09,3.2749999,-4.325,-0.5708333591666667,24.122686,1.4399999,8.794492404166668,3.4,0.0,0.6541666666666667,9.23999993,12.0,0.0,0.00015217289435493972,
2024-04-10,-2.075,-5.725,-3.5958333291666666,14.578888,7.9036193,10.867226533333332,1.1,0.0,0.2625,4.41000001,12.0,0.17031218842592594,0.00020843404388412996,
2024-04-11,8.975,-7.325,2.5125000541666664,10.464797,2.2768397,4.912575683333333,0.0,0.0,0.0,0.0,12.0,1.033151810185185,0.000279802756354968,
2024-04-12,11.575,2.625,6.864583400000001,6.638072,0.35999998,3.3200013533333332,0.0,0.0,0.0,0.0,12.0,1.0374921041666667,0.0003359439895288499,
2024-04-13,14.025001,5.7250004,9.500000224999999,6.519877,1.1384199,3.5898553458333335,0.0,0.0,0.0,0.0,12.0,1.0418104421296297,0.0001871160896601252,
